706572989	20161114	201611	2016	2016.8603	JUD	LAWYER						JUD			GOV	PRESIDENT						GOV			1	040	040	04	1	1.0	111	17	111	1.20588542320571	2	Georgia, United States	US	USGA	32.9866	-83.6487	GA	2	Georgia, United States	US	USGA	32.9866	-83.6487	GA	2	Georgia, United States	US	USGA	32.9866	-83.6487	GA	20171114	http://www.couriermail.com.au/news/world/donald-trump-nominates-former-pharmaceutical-executive-alex-azar-as-next-us-health-secretary/news-story/580ecdcd2000700b58ec165b712e3e49?nk=b073b149eb5728c591a36861214992d6-1510616838
706572990	20161114	201611	2016	2016.8603	PHL	PHILIPPINE	PHL								USA	UNITED STATES	USA								0	012	012	01	1	-0.4	2	1	2	-1.78799489144317	4	Manila, Manila, Philippines	RP	RPD9	14.6042	120.982	-2437894	4	Manila, Manila, Philippines	RP	RPD9	14.6042	120.982	-2437894	4	Manila, Manila, Philippines	RP	RPD9	14.6042	120.982	-2437894	20171114	http://globalnation.inquirer.net/162247/duterte-trump-talks-no-mention-rights-issue
706572991	20161114	201611	2016	2016.8603	PHL	PHILIPPINE	PHL								USA	UNITED STATES	USA								0	012	012	01	1	-0.4	2	1	2	-1.78799489144317	4	Manila, Manila, Philippines	RP	RPD9	14.6042	120.982	-2437894	3	White House, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	3	White House, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	20171114	http://globalnation.inquirer.net/162247/duterte-trump-talks-no-mention-rights-issue
706572992	20161114	201611	2016	2016.8603	PHL	PHILIPPINE	PHL								USA	UNITED STATES	USA								0	1124	112	11	3	-2.0	2	1	2	-1.78799489144317	4	Manila, Manila, Philippines	RP	RPD9	14.6042	120.982	-2437894	4	Manila, Manila, Philippines	RP	RPD9	14.6042	120.982	-2437894	4	Manila, Manila, Philippines	RP	RPD9	14.6042	120.982	-2437894	20171114	http://globalnation.inquirer.net/162247/duterte-trump-talks-no-mention-rights-issue
706572993	20161114	201611	2016	2016.8603	PHL	PHILIPPINE	PHL								USA	UNITED STATES	USA								0	1124	112	11	3	-2.0	2	1	2	-1.78799489144317	4	Manila, Manila, Philippines	RP	RPD9	14.6042	120.982	-2437894	3	White House, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	4	Manila, Manila, Philippines	RP	RPD9	14.6042	120.982	-2437894	20171114	http://globalnation.inquirer.net/162247/duterte-trump-talks-no-mention-rights-issue
706572994	20161114	201611	2016	2016.8603	USA	ALASKA	USA								BUS	PRODUCER						BUS			0	0874	087	08	2	10.0	7	7	7	0.92378752886836	2	Alaska, United States	US	USAK	61.385	-152.268	AK	3	North Slope, Alaska, United States	US	USAK	69	-152	1895952	3	North Slope, Alaska, United States	US	USAK	69	-152	1895952	20171114	http://www.averyjournal.com/news/national/what-chinese-lng-deal-means-for-alaska/article_f1257eb4-6210-5f4b-bce7-69c48e51e3fe.html
706572995	20161114	201611	2016	2016.8603	USA	CALIFORNIA	USA								CVL	RESIDENTS						CVL			1	114	114	11	3	-2.0	679	81	679	-3.10947252138005	2	California, United States	US	USCA	36.17	-119.746	CA	2	California, United States	US	USCA	36.17	-119.746	CA	2	California, United States	US	USCA	36.17	-119.746	CA	20171114	http://kclu.org/post/aarp-foundation-sues-nursing-home-stop-illegal-evictions
706572996	20161114	201611	2016	2016.8603	USA	UNITED STATES	USA								EDU	STUDENT						EDU			1	030	030	03	1	4.0	50	24	50	0.790738083708006	3	Harvard University, Massachusetts, United States	US	USMA	42.3784	-71.1164	618399	3	Harvard University, Massachusetts, United States	US	USMA	42.3784	-71.1164	618399	3	Harvard University, Massachusetts, United States	US	USMA	42.3784	-71.1164	618399	20171114	https://www.washingtonpost.com/national/higher-education/zuckerberg-gives-12m-public-service-grant-to-harvard/2017/11/13/de68c6b4-c8b8-11e7-b506-8a10ed11ecf5_story.html
706572997	20161114	201611	2016	2016.8603	USA	UNITED STATES	USA								EDU	STUDENT						EDU			0	030	030	03	1	4.0	2	1	2	-2.37717908082408	2	Missouri, United States	US	USMO	38.4623	-92.302	MO	2	Missouri, United States	US	USMO	38.4623	-92.302	MO	2	Missouri, United States	US	USMO	38.4623	-92.302	MO	20171114	http://www.sfgate.com/business/article/Business-News-Roundup-Nov-14-12354381.php
706572998	20161114	201611	2016	2016.8603	USA	MASSACHUSETTS	USA								EDU	STUDENT						EDU			1	071	071	07	2	7.4	34	30	34	0.832788363552777	2	Massachusetts, United States	US	USMA	42.2373	-71.5314	MA	2	Massachusetts, United States	US	USMA	42.2373	-71.5314	MA	2	Massachusetts, United States	US	USMA	42.2373	-71.5314	MA	20171114	https://www.washingtonpost.com/national/higher-education/zuckerberg-gives-12m-public-service-grant-to-harvard/2017/11/13/de68c6b4-c8b8-11e7-b506-8a10ed11ecf5_story.html
706572999	20161114	201611	2016	2016.8603	USA	ALASKA	USA								MNC	EXXON						MNC			0	0874	087	08	2	10.0	7	7	7	0.92378752886836	4	Beijing, Beijing, China	CH	CH22	39.9289	116.388	-1898541	3	North Slope, Alaska, United States	US	USAK	69	-152	1895952	3	North Slope, Alaska, United States	US	USAK	69	-152	1895952	20171114	http://www.averyjournal.com/news/national/what-chinese-lng-deal-means-for-alaska/article_f1257eb4-6210-5f4b-bce7-69c48e51e3fe.html
706573000	20161114	201611	2016	2016.8603	USA	ALASKA	USA								MNC	EXXON						MNC			0	0874	087	08	2	10.0	28	7	28	0.92378752886836	2	Alaska, United States	US	USAK	61.385	-152.268	AK	3	North Slope, Alaska, United States	US	USAK	69	-152	1895952	3	North Slope, Alaska, United States	US	USAK	69	-152	1895952	20171114	http://www.averyjournal.com/news/national/what-chinese-lng-deal-means-for-alaska/article_f1257eb4-6210-5f4b-bce7-69c48e51e3fe.html
706573001	20161114	201611	2016	2016.8603	USA	ALASKA	USA								USABUS	UNITED STATES	USA					BUS			0	0874	087	08	2	10.0	7	7	7	0.92378752886836	4	Beijing, Beijing, China	CH	CH22	39.9289	116.388	-1898541	2	Alaska, United States	US	USAK	61.385	-152.268	AK	3	North Slope, Alaska, United States	US	USAK	69	-152	1895952	20171114	http://www.averyjournal.com/news/national/what-chinese-lng-deal-means-for-alaska/article_f1257eb4-6210-5f4b-bce7-69c48e51e3fe.html
706573002	20161114	201611	2016	2016.8603	USA	UNITED STATES	USA								USABUS	UNITED STATES	USA					BUS			0	0874	087	08	2	10.0	14	7	14	0.92378752886836	2	Alaska, United States	US	USAK	61.385	-152.268	AK	3	North Slope, Alaska, United States	US	USAK	69	-152	1895952	3	North Slope, Alaska, United States	US	USAK	69	-152	1895952	20171114	http://www.averyjournal.com/news/national/what-chinese-lng-deal-means-for-alaska/article_f1257eb4-6210-5f4b-bce7-69c48e51e3fe.html
706573003	20161114	201611	2016	2016.8603	USA	UNITED STATES	USA								USABUS	UNITED STATES	USA					BUS			0	0874	087	08	2	10.0	7	7	7	0.92378752886836	2	Alaska, United States	US	USAK	61.385	-152.268	AK	2	Alaska, United States	US	USAK	61.385	-152.268	AK	3	North Slope, Alaska, United States	US	USAK	69	-152	1895952	20171114	http://www.averyjournal.com/news/national/what-chinese-lng-deal-means-for-alaska/article_f1257eb4-6210-5f4b-bce7-69c48e51e3fe.html
706573004	20171015	201710	2017	2017.7808											CVL	RESIDENTS						CVL			1	190	190	19	4	-10.0	4	1	4	-0.45248868778281	0							2	West Virginia, United States	US	USWV	38.468	-80.9696	WV	2	West Virginia, United States	US	USWV	38.468	-80.9696	WV	20171114	https://www.wvgazettemail.com/opinion/daily_mail_opinion/daily_mail_editorials/guest-editorial-parkersburg-material-storage-rules-should-be-strengthened/article_fdc57118-558f-51db-bd60-042f1903b84a.html
